distance,rotation,speed,damage,weaponName
"1687.2842943321673","40606.0","-473.4","36","XWeapons.BioRiflePickup"
"253.29266491550837","65172.0","0.0","35","XWeapons.BioRiflePickup"
"201.72552044795904","65176.0","0.0","37","XWeapons.BioRiflePickup"
"1667.8137700294958","69473.0","0.0","35","XWeapons.BioRiflePickup"
"1515.6654308916595","70140.0","-313.71","29","XWeapons.BioRiflePickup"
"1263.6665725182413","33070.0","383.41","30","XWeapons.BioRiflePickup"
"1039.237314668791","33085.0","573.09","33","XWeapons.BioRiflePickup"
"547.0984783382238","41791.0","0.0","28","XWeapons.BioRiflePickup"
"818.6446448856793","49557.0","173.06","35","XWeapons.BioRiflePickup"
"643.8198758193164","51094.0","37.68","20","XWeapons.BioRiflePickup"
"702.965945476735","70445.0","-30.19","32","XWeapons.BioRiflePickup"
"188.2821932631974","45570.0","0.0","36","XWeapons.BioRiflePickup"
"242.85366993315134","49135.0","0.0","36","XWeapons.BioRiflePickup"
"723.8623588086342","55321.0","-40.26","33","XWeapons.BioRiflePickup"
"345.4987916042544","53949.0","-6.51","31","XWeapons.BioRiflePickup"
"345.2640435956226","52615.0","171.3","32","XWeapons.BioRiflePickup"
"315.00916002554595","28649.0","0.0","33","XWeapons.BioRiflePickup"
"315.00916002554595","28649.0","0.0","18","XWeapons.BioRiflePickup"
"174.4606459921549","79661.0","0.0","31","XWeapons.BioRiflePickup"
"226.49536441172475","64383.0","5.32","31","XWeapons.BioRiflePickup"
"730.7574687267999","35792.0","0.0","35","XWeapons.BioRiflePickup"
"259.1012346554914","57444.0","0.0","32","XWeapons.BioRiflePickup"
"272.7968711330832","56873.0","-100.48","19","XWeapons.BioRiflePickup"
"404.1568845139224","53828.0","-203.28","31","XWeapons.BioRiflePickup"
"537.5029548755988","63758.0","0.0","31","XWeapons.BioRiflePickup"
"448.96297620182446","23674.0","-151.81","35","XWeapons.BioRiflePickup"
"1179.5421293451118","39599.0","-439.78","34","XWeapons.BioRiflePickup"
"556.0829487585462","97135.0","0.0","18","XWeapons.BioRiflePickup"
"668.0041919778648","97109.0","0.0","32","XWeapons.BioRiflePickup"
"787.6128940031391","96784.0","0.0","37","XWeapons.BioRiflePickup"
"657.8869617951095","99064.0","0.0","32","XWeapons.BioRiflePickup"
"372.3163442557954","57921.0","-7.78","34","XWeapons.BioRiflePickup"
"176.26333963703286","42820.0","186.86","35","XWeapons.BioRiflePickup"
"1344.671779506062","61294.0","0.0","35","XWeapons.BioRiflePickup"
"1250.4411589914978","57698.0","38.6","36","XWeapons.BioRiflePickup"
"947.352474267102","60955.0","0.0","34","XWeapons.BioRiflePickup"
"792.345135152605","24268.0","-111.82","27","XWeapons.BioRiflePickup"
"751.9881636036565","26143.0","-38.36","30","XWeapons.BioRiflePickup"
"882.6855926092824","28858.0","-36.91","27","XWeapons.BioRiflePickup"
"783.7187665227877","67657.0","0.0","26","XWeapons.BioRiflePickup"
"701.3572491961568","61933.0","-174.43","36","XWeapons.BioRiflePickup"
"174.8980117096819","92391.0","0.0","33","XWeapons.BioRiflePickup"
"257.7953401440764","92367.0","230.79","31","XWeapons.BioRiflePickup"
"420.33114505113707","80469.0","0.0","32","XWeapons.BioRiflePickup"
"624.1059891556883","60404.0","0.0","30","XWeapons.BioRiflePickup"
"699.8789593922653","60291.0","42.61","30","XWeapons.BioRiflePickup"
"770.1339032272246","60071.0","0.0","37","XWeapons.BioRiflePickup"
"798.7301628209618","79727.0","0.0","30","XWeapons.BioRiflePickup"
"863.5767489343376","79759.0","-124.05","34","XWeapons.BioRiflePickup"
"885.4219835761928","81041.0","-188.28","18","XWeapons.BioRiflePickup"
"939.2339067026913","82936.0","368.8","36","XWeapons.BioRiflePickup"
"747.1780245697809","52941.0","0.0","30","XWeapons.BioRiflePickup"
"766.7390521552949","68065.0","12.59","34","XWeapons.BioRiflePickup"
"833.9629014530562","67795.0","-55.82","37","XWeapons.BioRiflePickup"
"635.014973288032","60782.0","0.0","30","XWeapons.BioRiflePickup"
"494.7330680275981","63867.0","74.35","34","XWeapons.BioRiflePickup"
"531.9742683626718","61554.0","0.0","31","XWeapons.BioRiflePickup"
"585.6549881116014","36028.0","-250.52","37","XWeapons.BioRiflePickup"
