distance,rotation,speed,damage,weaponName
"653.3232549052574","74471.0","0.0","16","XWeapons.MinigunPickup"
"653.3232549052574","74293.0","0.0","14","XWeapons.MinigunPickup"
"653.3232549052574","74293.0","0.0","14","XWeapons.MinigunPickup"
"653.3232549052574","74293.0","0.0","15","XWeapons.MinigunPickup"
"1754.6386620897192","49988.0","-10.57","16","XWeapons.MinigunPickup"
"885.0442360695877","63482.0","-51.62","14","XWeapons.MinigunPickup"
"967.0179176726766","53327.0","-102.19","14","XWeapons.MinigunPickup"
"947.1090258782248","42324.0","-102.18","16","XWeapons.MinigunPickup"
"1045.326951054071","36946.0","-102.18","14","XWeapons.MinigunPickup"
"995.704226515083","34179.0","51.04","16","XWeapons.MinigunPickup"
"1054.5152452193377","34018.0","54.78","15","XWeapons.MinigunPickup"
"188.2821932631974","48936.0","0.0","14","XWeapons.MinigunPickup"
"188.2821932631974","49127.0","0.0","14","XWeapons.MinigunPickup"
"242.85366993315134","49135.0","0.0","15","XWeapons.MinigunPickup"
"242.85366993315134","49135.0","0.0","14","XWeapons.MinigunPickup"
"299.7444209655953","49134.0","0.0","14","XWeapons.MinigunPickup"
"299.7444209655953","49134.0","0.0","14","XWeapons.MinigunPickup"
"685.0499895628056","48694.0","183.72","14","XWeapons.MinigunPickup"
"612.9123665745374","49718.0","0.0","14","XWeapons.MinigunPickup"
"612.9123665745374","49718.0","0.0","16","XWeapons.MinigunPickup"
"612.9123665745374","49718.0","0.0","15","XWeapons.MinigunPickup"
"741.5765855257297","69759.0","-275.46","14","XWeapons.MinigunPickup"
"769.7489436173329","66317.0","285.47","14","XWeapons.MinigunPickup"
"619.0457796479999","37810.0","-439.98","14","XWeapons.MinigunPickup"
"571.1921376384659","34308.0","0.0","14","XWeapons.MinigunPickup"
"429.8436102816932","42853.0","-468.37","15","XWeapons.MinigunPickup"
"324.1121697807721","35652.0","-468.35","14","XWeapons.MinigunPickup"
"202.31784548081774","35657.0","-468.35","14","XWeapons.MinigunPickup"
"59.45550773477597","35672.0","-49.77","14","XWeapons.MinigunPickup"
"50.063210044902426","35702.0","0.0","14","XWeapons.MinigunPickup"
"50.063210044902426","35702.0","0.0","15","XWeapons.MinigunPickup"
"50.063210044902426","35702.0","0.0","14","XWeapons.MinigunPickup"
"513.6679540325634","50967.0","0.0","14","XWeapons.MinigunPickup"
"513.6679540325634","66763.0","0.0","14","XWeapons.MinigunPickup"
"498.1902844295538","47675.0","0.0","14","XWeapons.MinigunPickup"
"438.1949869635662","72672.0","304.93","14","XWeapons.MinigunPickup"
"399.4331967926551","74698.0","379.12","15","XWeapons.MinigunPickup"
"357.8952821706371","88556.0","49.74","14","XWeapons.MinigunPickup"
"320.97853791180484","78058.0","-354.56","14","XWeapons.MinigunPickup"
"207.46997493613378","73906.0","-156.92","15","XWeapons.MinigunPickup"
"2091.7036411499594","31334.0","0.0","16","XWeapons.MinigunPickup"
"2047.7113961689035","26299.0","0.0","14","XWeapons.MinigunPickup"
"549.781247042858","90799.0","0.0","14","XWeapons.MinigunPickup"
"549.781247042858","96152.0","0.0","14","XWeapons.MinigunPickup"
"469.70999446466965","95951.0","0.0","14","XWeapons.MinigunPickup"
"426.567767418027","95627.0","0.0","16","XWeapons.MinigunPickup"
"268.213333934016","94155.0","0.0","14","XWeapons.MinigunPickup"
"268.213333934016","93783.0","0.0","14","XWeapons.MinigunPickup"
"268.213333934016","93783.0","0.0","14","XWeapons.MinigunPickup"
"723.7286409283524","38999.0","-246.32","14","XWeapons.MinigunPickup"
"705.3549184630385","37645.0","0.0","14","XWeapons.MinigunPickup"
"1147.3367406738093","21773.0","409.46","14","XWeapons.MinigunPickup"
"1115.7208708274663","70607.0","0.0","14","XWeapons.MinigunPickup"
"835.7206483628365","41371.0","102.77","14","XWeapons.MinigunPickup"
"687.1469215531712","42339.0","109.02","14","XWeapons.MinigunPickup"
"704.8184867751413","42838.0","109.16","14","XWeapons.MinigunPickup"
"608.8096449630212","37504.0","0.0","16","XWeapons.MinigunPickup"
"534.2821960350166","66570.0","0.0","14","XWeapons.MinigunPickup"
"1309.1388996588562","70688.0","-61.88","14","XWeapons.MinigunPickup"
"1193.938584727037","70660.0","-48.36","14","XWeapons.MinigunPickup"
"646.3494817047509","58263.0","0.0","14","XWeapons.MinigunPickup"
"287.68227578354566","97184.0","0.0","16","XWeapons.MinigunPickup"
"154.7359702848694","96952.0","0.0","14","XWeapons.MinigunPickup"
"131.31625375405744","42252.0","0.0","14","XWeapons.MinigunPickup"
"265.8461115006198","52562.0","189.11","14","XWeapons.MinigunPickup"
"537.5029548755988","61047.0","0.0","14","XWeapons.MinigunPickup"
"549.4408805322006","56712.0","0.0","14","XWeapons.MinigunPickup"
