distance,rotation,speed,damage,weaponName
"343.6661173290145","42156.0","173.0","84","XWeapons.RocketLauncherPickup"
"195.24315429740432","30238.0","-63.23","7","XWeapons.RocketLauncherPickup"
"246.72078408597835","63565.0","0.0","20","XWeapons.RocketLauncherPickup"
"299.3391088715271","51543.0","-262.08","24","XWeapons.RocketLauncherPickup"
"384.8334728164896","83064.0","0.0","80","XWeapons.RocketLauncherPickup"
"564.8373668588155","94693.0","0.0","81","XWeapons.RocketLauncherPickup"
"747.3110146384837","65613.0","-11.38","89","XWeapons.RocketLauncherPickup"
"455.3454096617204","70938.0","0.0","88","XWeapons.RocketLauncherPickup"
"491.4433243009819","56494.0","430.45","42","XWeapons.RocketLauncherPickup"
"608.163472842623","74396.0","342.42","33","XWeapons.RocketLauncherPickup"
"268.24629950849265","90383.0","0.0","28","XWeapons.RocketLauncherPickup"
"285.8198528793967","49838.0","0.0","88","XWeapons.RocketLauncherPickup"
"503.0694492811107","81625.0","-267.46","86","XWeapons.RocketLauncherPickup"
"359.7855896224861","79721.0","0.0","40","XWeapons.RocketLauncherPickup"
"572.202214169082","80047.0","0.0","76","XWeapons.RocketLauncherPickup"
"1402.620789593538","62480.0","-164.3","41","XWeapons.RocketLauncherPickup"
"2353.261694457291","58456.0","-162.89","33","XWeapons.RocketLauncherPickup"
"227.3120245389584","62989.0","0.0","81","XWeapons.RocketLauncherPickup"
"227.3120245389584","62989.0","0.0","6","XWeapons.RocketLauncherPickup"
"200.6728434542153","80493.0","15.9","86","XWeapons.RocketLauncherPickup"
"380.18290992626174","99397.0","78.91","82","XWeapons.RocketLauncherPickup"
"640.0512244344197","36109.0","0.0","79","XWeapons.RocketLauncherPickup"
"812.0166959490427","36161.0","0.0","82","XWeapons.RocketLauncherPickup"
"812.4702336085919","75379.0","0.0","82","XWeapons.RocketLauncherPickup"
"729.9995258217638","37674.0","238.07","58","XWeapons.RocketLauncherPickup"
"311.5668612031774","92795.0","0.0","80","XWeapons.RocketLauncherPickup"
"461.6657940545303","53009.0","100.08","30","XWeapons.RocketLauncherPickup"
"502.10720020728644","65741.0","0.0","164","XWeapons.RocketLauncherPickup"
"359.23129011821896","111163.0","-439.99","170","XWeapons.RocketLauncherPickup"
"464.50022561889034","109033.0","0.0","80","XWeapons.RocketLauncherPickup"
"516.0032582261473","97067.0","-197.23","85","XWeapons.RocketLauncherPickup"
"476.9392205512144","74032.0","0.0","68","XWeapons.RocketLauncherPickup"
"645.9773390762248","74003.0","0.0","85","XWeapons.RocketLauncherPickup"
"386.09999339549336","64586.0","0.0","88","XWeapons.RocketLauncherPickup"
"287.2867316810854","64710.0","-25.78","33","XWeapons.RocketLauncherPickup"
"952.9997903987179","126961.0","-63.18","82","XWeapons.RocketLauncherPickup"
"1014.5172233629155","40608.0","0.0","80","XWeapons.RocketLauncherPickup"
"1509.338214350912","65266.0","0.0","20","XWeapons.RocketLauncherPickup"
"985.2043438799892","65411.0","0.0","88","XWeapons.RocketLauncherPickup"
"568.9019235333977","130653.0","0.0","30","XWeapons.RocketLauncherPickup"
"568.9019235333977","130653.0","0.0","88","XWeapons.RocketLauncherPickup"
"728.3388286367823","85789.0","0.0","79","XWeapons.RocketLauncherPickup"
"347.6890474260011","84278.0","0.0","80","XWeapons.RocketLauncherPickup"
"769.9267574256656","55817.0","0.0","79","XWeapons.RocketLauncherPickup"
"559.1429785841901","57619.0","0.0","80","XWeapons.RocketLauncherPickup"
"502.4081578756459","84012.0","0.0","79","XWeapons.RocketLauncherPickup"
